shot_type,confidence,bat_angle,hit_quality,face_stability,stance_bend,front_foot_stance_score,shot_accuracy,feedback_paragraph
sweep,27.237893712103237,57.28271953164694,77.20159035293554,80.22966434462123,40.15110527985433,83.7984286751271,50.90087443418385,"Good sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving confidence will add consistency."
cover,9.106102627384727,6.496276756944431,67.17126036812404,52.72191329380327,51.03855005001944,11.44055473164861,96.19265099668524,"Good cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,28.66740057583724,75.86086076028833,78.40242093152662,6.952297074818825,52.65470159437095,12.59319419345667,0.1909441864104688,"Excellent sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving face stability will add consistency."
pull,71.84645096922057,84.24810413667682,39.35754732389939,32.46717018098199,72.02486344086783,63.64011983182548,33.125954264871424,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving hit quality will add consistency."
sweep,32.03611943791117,84.84746806764807,44.20426302618561,94.51867623063949,76.95233181640715,92.96637663567452,70.341533214145,"Excellent sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving confidence will add consistency."
flick,61.54873309364232,57.29924503904454,36.264457086921794,66.06704478469939,39.499684502582056,24.687733971258773,96.06465242192168,Poor flick shot. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency.
pull,67.58793350798578,52.52725603683741,31.84966153111037,1.8998247403788748,59.33045876074763,28.77829522662332,98.49623458835792,Poor pull shot. Weak front foot stance score reduce shot effectiveness. Improving hit quality will add consistency.
cut,55.86529903911115,6.826507423423312,1.2269011484304149,92.18314681122754,13.081653082467582,58.3289575202788,68.34333368027029,"Poor cut shot. Weak bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cut,18.325323623707167,85.4820593840439,96.80483603155876,36.916528164108406,36.00866893451153,50.07343166052044,26.25512016045888,"Excellent cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness. Improving stance bend will add consistency."
sweep,34.99312188438228,81.28174672542434,4.235613985056396,55.122201571660135,76.61569880085509,12.902462136401828,55.23370404571298,"Excellent sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,24.931904262618907,9.485605898897342,20.272759477086645,5.52748919178584,42.15255350905242,90.96153684198455,11.539164944049883,"Good pull shot. Front foot stance score provide controlled execution. Weak confidence, stance bend reduce shot effectiveness. Improving bat angle will add consistency."
cut,85.54150226255922,64.4948751702816,95.20702134856408,34.6580360843069,89.32869453951199,54.25159115963739,93.65801318799734,"Excellent cut shot. Confidence, bat angle, hit quality provide controlled execution. Improving face stability will add consistency."
flick,93.74105595676691,23.89714724548457,61.05609818049602,52.550645630102885,87.77355324166821,99.57930994028766,73.50280218228663,Poor flick shot. Weak bat angle reduce shot effectiveness.
cut,83.75101093544951,76.9050934552392,36.33335527757109,83.65929525765064,8.450119529579181,97.12329865488836,55.55457717274391,"Excellent cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency."
flick,11.814259766772462,62.15782006348728,22.706383096533667,3.5079985914602485,20.082929274969818,13.245906624728931,94.70143629256216,"Poor flick shot. Weak hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,73.97265874347733,63.6672952822456,56.837946173669415,84.42643286143229,38.48258846129454,71.1507204534719,29.303215782524276,"Good cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
pull,8.599385338181708,92.64655384729434,90.960853173178,40.53625606413025,91.02299708432898,77.36992542558946,33.805095337394,"Excellent pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving face stability will add consistency."
cut,41.03674253379415,9.809102677312396,3.875826709771768,31.83033627775268,22.31994028413895,3.9756210936326752,25.500898470694587,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
flick,8.716147099940697,29.83899973551265,15.688177729988572,39.64086353492531,34.975765964760605,0.4036965479805365,0.1786244006570125,"Poor flick shot. Weak bat angle, hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
pull,37.10392835946293,19.5537461378988,70.42305615578344,77.02976459939654,66.52425526595404,8.507572205800562,33.01132943871284,"Poor pull shot. Weak confidence, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
pull,44.51923363205046,53.56202814711523,55.97279503658357,55.05503316818135,6.259871680976625,6.382205491050108,34.28296557587088,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness."
cut,85.12051000827445,19.71518293057105,70.45675484322453,58.83310733525193,83.16869578391713,38.89887135712801,56.24452421009586,"Excellent cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,32.23677797508431,88.26351751427387,75.64012130480255,78.65163495320053,28.259413964302603,64.32183142872249,82.39109260021567,"Poor pull shot. Weak confidence, stance bend reduce shot effectiveness."
flick,73.81413627303345,29.99576818519063,74.96301565608252,49.63681538702033,29.650560776905863,7.264618713430559,63.81375415284418,"Good flick shot. Hit quality provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,55.79537674606237,40.29556807007258,80.14728861275093,62.19230825073843,16.53871120135261,54.96598355527954,70.58362641791724,"Good cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
flick,39.20166313832784,53.14835969591377,90.99949102011162,27.711186526156805,97.617856226163,84.60018503081884,6.0424409014892655,"Good flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving confidence will add consistency."
flick,11.886125344162767,58.43581310417952,30.197890355471724,77.31111395372238,36.65811008322712,33.12256364741236,88.12738706932541,"Good flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cover,6.990736948353171,19.194933871117332,79.548846917881,2.9390360550529016,91.11190483409102,43.21243649216798,35.94352422864048,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,10.726533643681558,57.1175166771135,64.33793249445601,40.74964848852618,52.33026267849448,51.13844554867636,19.05835451103092,Poor cut shot. Weak confidence reduce shot effectiveness. Improving face stability will add consistency.
cover,79.43335874049853,10.654834328954276,0.5366569642114127,7.708009582831266,15.952916934512118,68.51332955224971,81.54293833210971,"Good cover shot. Shot accuracy provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,64.55844487607777,9.310817127997806,92.17105327967973,4.437005518526293,31.426647005095464,72.33556756266263,85.54403410075166,"Good sweep shot. Hit quality provide controlled execution. Weak bat angle, stance bend reduce shot effectiveness. Improving face stability will add consistency."
pull,85.04794017241576,26.55094802969007,20.87295666495124,44.68302545194427,54.08352100228737,53.70097099158508,82.94194933257444,"Good pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving bat angle will add consistency."
cover,75.6411448253833,53.81311240297393,99.97543924994028,49.13349734232144,58.66260246748519,58.25928812866471,20.70326886042369,"Poor cover shot. Weak face stability, shot accuracy reduce shot effectiveness."
cover,75.44890900985258,58.10950914368449,45.337637990048016,74.85583578469246,95.26577262105114,75.67355591136372,62.67396491285388,"Good cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving hit quality will add consistency."
pull,56.64735591114405,87.48428373522641,42.34620121822294,83.25127529243255,12.165203183016192,21.75725744129048,61.14978007545837,"Poor pull shot. Weak stance bend, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
pull,32.97017897911175,3.202792054010728,73.77258262988533,65.28101350212616,55.49695986570292,68.20492038076365,94.70022174011592,Poor pull shot. Weak confidence reduce shot effectiveness. Improving bat angle will add consistency.
cut,88.37581478589937,61.05940918027756,28.601613925912016,62.47835594053007,79.8900717689033,11.648131201049129,48.44146775575282,"Good cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,82.70357482542856,23.980182694125894,47.31172756346667,40.892298578446926,71.52542055892769,85.85385597091924,76.20614101093037,"Good cut shot. Confidence provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
flick,48.57179130003991,33.208957039663765,76.63027998831741,80.08872430179078,20.38643443062902,72.01763120810487,97.61016400706583,"Excellent flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
sweep,31.501808230872296,48.24201340999662,55.15375391544871,90.96746044359335,59.5727074191318,75.56266926376082,74.49872861735456,Poor sweep shot. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency.
flick,60.91263175249113,84.47674311173246,22.678797728935653,22.465752633040616,46.832164037956304,92.60258844789014,20.469279995928517,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cut,44.3631901354244,74.68074791504176,58.19510615443488,81.38928085242154,47.67536237556668,2.95144691790461,7.018552262204858,"Good cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness. Improving stance bend will add consistency."
flick,22.39571839964566,20.64269810622147,63.55532147100734,11.41916565405796,2.983284849177259,34.577289265718505,25.967415924760427,"Poor flick shot. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,58.01819670899631,38.94393966796076,2.1416929163838416,56.4703351060858,42.149994258738666,89.23658704546041,20.120890130321524,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness."
pull,73.18633761559595,51.12314262296061,64.9586982201874,98.00457290863577,47.64450522621608,35.1665412647914,90.29838967068484,"Good pull shot. Confidence provide controlled execution. Weak stance bend, front foot stance score reduce shot effectiveness."
cover,37.659142003801605,97.9403215708412,62.07994364934296,90.04067330277611,4.355566878000139,1.2759701561266712,75.36351620356994,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving stance bend will add consistency."
cover,87.85188426231944,16.854878536995386,21.550270827473877,62.50196366188041,92.13233269297407,80.33138819620126,24.699663551352103,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
pull,57.24955420967648,12.608647258465531,24.255487767478133,87.5340221472131,91.95011236945064,83.5991557867094,42.57282136479574,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving bat angle will add consistency."
cover,54.23254345189024,51.072595151461854,88.95616331256778,76.37362132795133,50.34679549935361,39.12996708410227,3.55039264896968,"Good cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,78.97886642858558,79.02061998420804,18.7129241699709,39.66422800361957,72.9654330237667,46.490698366601904,87.97601899116351,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,55.4020024407012,51.99390002769149,8.970689384574781,76.26134443288977,86.21473940957162,10.598472558574878,3.4492505555211217,"Good flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,59.01565954830165,99.66707655145764,41.138758805684446,67.63004879735549,20.13561111885909,49.98006047602429,79.75626212491245,"Good sweep shot. Bat angle provide controlled execution. Weak hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,35.99905092105683,73.61569219992298,41.748899240935664,43.70290136338826,76.05973262590285,85.91147781280193,14.688288045131248,"Good cut shot. Bat angle provide controlled execution. Weak confidence, hit quality reduce shot effectiveness. Improving face stability will add consistency."
sweep,10.057603487821398,15.1305483556196,45.52553514087224,37.83490339208993,50.46943659332131,31.43391171863909,12.28333853508976,"Poor sweep shot. Weak bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
flick,21.186166237590378,31.948247718983648,69.09481860098168,61.10546125528351,51.904938941428405,8.45388961530249,35.828731672539924,Poor flick shot. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency.
pull,78.68238826582567,32.717518631355944,67.76069192101833,14.433223554331551,38.9084514900405,77.45684367772532,55.57766156292479,"Excellent pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving bat angle will add consistency."
cut,23.068656619132312,28.251793551059457,4.50374562788145,93.9737502522158,68.25740594245673,60.84197318147297,14.71098001090877,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness."
cover,52.74013571305116,56.96375245503396,47.64499543885318,5.083086747294374,49.098278174974375,80.86769300148491,8.639355361431722,"Poor cover shot. Weak face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
pull,8.923750612858816,41.008656778418704,15.21416853713876,43.09393481200099,90.45001428873366,18.842752992388768,29.75418040787168,"Good pull shot. Stance bend provide controlled execution. Weak confidence, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
pull,53.50957802358109,92.1205576602484,91.6417566984892,24.69929136766269,58.71315415944422,19.2418704312598,52.39113391526471,Poor pull shot. Weak front foot stance score reduce shot effectiveness. Improving face stability will add consistency.
cut,7.43771641079255,1.3060525078417484,86.12758617089943,40.89661514139885,53.411469255941626,34.46901432538929,54.0961020580007,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness. Improving face stability will add consistency."
sweep,19.68797017416893,21.791348213302264,92.20386795453692,75.5505058197434,75.45962823340078,86.82410973775342,59.19261926433048,"Excellent sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency."
pull,60.56714436489553,43.91966840515708,33.95215716715446,35.99387088581382,74.4470875805469,2.108170041048929,36.58816685382064,"Good pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
cut,47.07582150734233,46.15020584407456,94.16907673947144,69.53297921732758,83.95894417506608,3.972351807687247,9.815270650482368,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,12.504382750243014,63.57644497460348,63.07740368267861,76.27777368024998,82.18428614531624,35.413527197794025,34.73513439969227,"Good sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving front foot stance score will add consistency."
pull,26.81441080701856,53.70726316037743,29.188600561288467,64.5270526733479,71.3248106963351,83.98263947293982,64.5318395527064,"Excellent pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving hit quality will add consistency."
cover,1.7967298494815598,94.3589232577766,9.413010710018078,58.08222123280059,55.95834414831175,29.95004905671136,76.16632218900592,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving front foot stance score will add consistency."
sweep,24.75822539851829,22.6000655725069,24.405745430660694,54.24403518512078,3.916547277043414,90.92444609947782,35.3267453983974,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness. Improving confidence will add consistency."
pull,96.00910583262984,18.31216967827126,47.19386331879584,2.9639577140736506,47.92731152850598,17.443203578586374,85.42835320329057,"Good pull shot. Confidence provide controlled execution. Weak stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
flick,1.3079138940682689,92.78766675309734,86.96320978270984,9.876294125409768,2.0959517674269845,54.41764556837292,26.186086020773224,"Excellent flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,22.836219797071788,13.005705294645908,17.224420361692584,78.75729180803529,22.06240579418749,40.87832099702344,24.633386232269995,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,94.09710177956072,75.18448923893447,99.83693207585225,30.025815583237847,90.9594942907322,43.90147318686558,61.44432458236943,"Excellent flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,42.05026403057451,29.40025891601036,83.59544899426061,90.52074867432924,20.70699004086952,39.805418385317225,2.721972221549218,"Good cover shot. Face stability provide controlled execution. Weak bat angle, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
pull,98.83639238113636,85.55829142182735,8.856179142183763,77.04133299976264,38.19387149392558,63.27931359540332,59.24428296237674,"Good pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving hit quality will add consistency."
cover,31.82614068829309,32.85277630894711,71.30468874852437,8.727882486145466,83.31978325882423,78.25419993099608,16.71303280100396,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness."
cut,11.779535441307964,14.583763040581951,46.13447562226928,44.25345238445946,95.28481525084848,83.78139342356666,19.72914651277514,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
cut,92.15981908400802,85.39861590306718,64.29326089411587,28.47554025962442,35.25501867485554,38.17958689763553,32.552757161367495,"Excellent cut shot. Confidence, bat angle, hit quality provide controlled execution. Improving stance bend will add consistency."
sweep,22.940378502910374,81.34833261494843,52.08918767208548,40.74817989342756,59.1382469520776,7.754844729078247,93.66516591967364,"Good sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving face stability will add consistency."
cover,11.677717272896428,46.04995699051389,7.861757831323568,52.59572471322747,41.96639868001875,61.03289859058377,64.07361083871037,Poor cover shot. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency.
cover,80.17919754093955,31.503982214528943,52.89854481648838,11.79025704771922,6.975497357369864,77.5444854528694,19.48311105759447,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
sweep,14.462264445821493,65.21319634505568,22.87002889934892,94.52132721863964,52.90115287440399,75.16089596235854,41.341247215936015,Poor sweep shot. Weak hit quality reduce shot effectiveness. Improving confidence will add consistency.
pull,44.186959290309325,41.59561071317227,92.705223846772,69.16662739826481,64.04284135043923,85.14297753240139,10.940870993063632,"Good pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving bat angle will add consistency."
cover,9.807638193833512,39.34733338422801,67.11836323318295,81.70917594509717,57.78314635699275,83.11173176962065,20.25200636341141,"Good cover shot. Face stability provide controlled execution. Weak bat angle, shot accuracy reduce shot effectiveness."
flick,82.60321217932133,81.81777697194703,91.9109905702164,88.61325552493143,88.41975653672208,66.3583396047222,62.88180519324883,"Excellent flick shot. Bat angle, hit quality, face stability provide controlled execution."
cover,26.72884116448737,3.3041791460832304,17.43480457843811,97.69339252975496,97.93386957775544,33.528389525822945,28.94228315511036,"Good cover shot. Face stability provide controlled execution. Weak bat angle, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,5.053730105214427,98.00423891916324,30.731200978764093,31.074215184826517,9.024217372182818,7.681236070309882,85.65988445203556,"Good sweep shot. Bat angle provide controlled execution. Weak hit quality, stance bend reduce shot effectiveness. Improving face stability will add consistency."
flick,26.23093705343965,37.01029742020852,62.24860955911811,85.99249311159085,15.799481427696026,18.132434825668486,24.37345083203747,"Good flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
sweep,68.7053326513482,45.89600438744312,16.706349778505704,86.90318340805526,51.65326997616092,11.734543377461993,42.81864066774577,"Poor sweep shot. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,16.306695809549055,93.78252193122998,50.06802997655847,85.73647098623842,46.174293061282825,37.99333375089455,15.588930624588905,"Excellent cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
cover,64.7215352659492,91.5331376942394,36.10710566933217,57.87026698828488,88.1909900708613,61.49777835259618,49.318014047827,"Good cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
cut,14.44137274604429,87.86446732407325,47.29091790747182,8.791056894571103,4.8606263995827685,27.07346994449468,47.91047141180913,"Good cut shot. Bat angle provide controlled execution. Weak confidence, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
sweep,86.14601398041424,34.82533636502383,61.3085007080084,24.583158675694406,75.01981903382692,51.99864527005998,40.4436395347285,"Good sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
cut,1.8794670268490128,71.09507291872035,36.56343977861288,99.45062914855632,76.77682545054407,5.977375223163661,66.43877251692295,"Good cut shot. Bat angle provide controlled execution. Weak confidence, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,89.12170826621136,19.17193673652356,47.890656976631305,52.24001464441247,86.45743150661704,37.04966494517655,74.31717692930806,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,88.43024143547753,67.85083895534207,34.86805700495604,10.577897893034017,72.6146337672436,24.84247588109243,37.800468743900986,"Poor flick shot. Weak hit quality, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,45.766784094802425,15.850303066286632,57.27401955093711,86.99981847536888,78.3581464830773,96.04962639873258,6.761337568302794,"Good flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency."
flick,69.404490439772,50.39674138555241,99.23248712094052,85.25395575887568,93.28142693996836,12.26020545512415,57.69047329090324,"Excellent flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving front foot stance score will add consistency."
flick,29.045509780416403,83.48765459370861,28.234132823227164,32.79265543070172,85.66815202485567,87.42116209311554,81.33624898988492,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving confidence will add consistency."
cut,43.93956872640268,25.734088112550022,2.7856601103645184,80.59422131539098,93.73731070575712,48.48337070969245,54.276394288454114,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,81.00922598080604,71.50959933342008,47.69712656763775,66.78485470372209,95.80345094066708,99.77581782769396,83.44327623601356,"Good flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness."
flick,89.84184437007211,61.96425559010612,81.69872723804794,56.53399651099761,50.68209604608458,56.23968726872033,62.89351364790444,"Good flick shot. Bat angle, hit quality, face stability provide controlled execution."
cut,81.28273897795387,17.86894331625656,4.725735600142711,81.02895947523734,65.3645092991791,15.270683979894429,39.34993938030558,"Good cut shot. Confidence provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,50.83085135555792,14.347624530547808,42.85246747236523,32.662249527789285,71.3987761487118,94.44785526651252,78.2401336357639,"Good cover shot. Shot accuracy provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving hit quality will add consistency."
flick,89.9944136229739,24.966710659266088,31.333434241122134,46.96801426617658,99.69511747724734,6.361014386557296,95.6152144196676,"Poor flick shot. Weak bat angle, hit quality, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,29.420953324705334,86.92936161714762,99.4581049415802,92.36574119496169,23.899494160948564,84.55433130921821,59.62774632326002,"Excellent sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving confidence will add consistency."
sweep,76.76232180280898,95.26415441675996,71.12437275639148,98.75234868749784,1.5809596837124351,6.04203546995381,10.010350127756364,"Excellent sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,58.59662833032903,2.085040103489721,34.67402812247248,60.08478121245871,66.6874447002099,23.653997592595832,22.37910765265384,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,49.53885198902693,78.46978009471567,76.67047410646609,69.74427941207611,33.034039807491936,73.51933432105639,73.5863553615052,"Good pull shot. Front foot stance score provide controlled execution. Weak confidence, stance bend reduce shot effectiveness."
cover,79.2532019828944,67.17714133976229,73.95165929829692,51.1952951310934,86.4596952321954,30.40259267244581,17.23691742307716,Poor cover shot. Weak shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency.
cover,63.22038365581266,9.79655101474254,10.013072873773654,94.10006470615892,22.617380655936117,98.41800540786944,85.4439665889098,"Excellent cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
cut,67.26977386659064,45.01415043743992,14.394491869394365,0.1128601821032804,90.44306311914552,53.20322113400691,89.8718594467322,"Poor cut shot. Weak bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
cut,66.9006745611868,84.44387220497788,3.5256454165125795,82.91242072382975,17.925352942502315,18.748558023957905,3.771143712243541,"Good cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cover,42.2378242465284,33.36450169110926,10.459115227205215,13.57529914830733,59.15179782385095,96.7605321347747,24.20906141729085,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
pull,60.05674806392904,19.47811127689104,43.167736279688725,23.1738818303196,60.28007231931261,19.335487156967936,56.72527511097197,Poor pull shot. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency.
sweep,2.3580999415793946,85.7174842546463,81.31149005577231,33.829573093409934,30.282457724787943,88.34725641778043,5.397431051383627,"Excellent sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving face stability will add consistency."
cover,42.16865656543729,99.91550286857655,61.739605480761725,24.89556177944308,21.118560106809248,76.30099487203242,91.47734570991092,"Excellent cover shot. Bat angle, shot accuracy provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
